date,stadium,home_team,away_team,home_tries,home_penalties,home_conversions,home_drop_goals,away_tries,away_penalties,away_conversions,away_drop_goals
2008-08-09,Johannesburg,South Africa,Argentina,9,0,9,0,0,3,0,0
2008-11-08,Marseille,France,Argentina,0,3,0,1,0,2,0,0
2008-11-15,Torino,Italy,Argentina,1,2,0,1,1,5,1,0
2008-11-22,Croke Park,Ireland,Argentina,1,3,0,1,0,1,0,0
2008-09-03,New Plymouth,New Zealand,Samoa,15,0,13,0,2,0,2,0
2008-11-01,Hong Kong,Australia,New Zealand,2,0,2,0,2,3,0,0
2008-11-08,Padova,Italy,Australia,1,4,0,1,2,6,1,0
2008-11-15,Twickenham,England,Australia,1,2,0,1,1,7,1,0
2008-11-29,Millennium Stadium,Wales,Australia,2,2,1,1,2,1,1,1
2008-12-03,Wembley,Australia,Barbarians,2,2,1,0,1,2,0,0
2008-11-01,Lisbon,Portugal,Canada,1,2,1,0,2,3,1,0
2008-11-08,Limerick,Ireland,Canada,8,1,6,0,0,0,0,0
2008-11-22,Aberdeen,Scotland,Canada,6,1,4,0,0,0,0,0
2008-11-01,Hong Kong,Australia,New Zealand,2,0,2,0,2,3,0,0
2008-11-08,Murrayfield,Scotland,New Zealand,0,2,0,0,4,2,3,0
2008-11-22,Millennium Stadium,Wales,New Zealand,0,3,0,0,2,5,2,0
2008-11-29,Twickenham,England,New Zealand,0,2,0,0,3,5,1,0
2008-11-08,Twickenham,England,Pacific Islanders,5,2,4,0,1,2,1,0
2008-11-15,Sochaux-Montbliard,France,Pacific Islanders,5,3,4,0,1,4,0,0
2008-11-22,Reggio Emilia,Italy,Pacific Islanders,2,1,2,0,3,2,2,0
2008-11-08,Millennium Stadium,Wales,South Africa,0,5,0,0,2,2,2,0
2008-11-15,Murrayfield,Scotland,South Africa,1,1,1,0,1,3,0,0
2008-11-22,Twickenham,England,South Africa,0,2,0,0,5,3,4,0
2008-02-23,Croke Park,Ireland,Scotland,5,1,3,0,1,2,1,0
2008-03-08,Murrayfield,Scotland,England,0,5,0,0,0,3,0,0
2008-03-15,Twickenham,England,Ireland,3,4,3,0,1,1,1,0
2008-03-09,Stade de France,France,Italy,3,2,2,0,1,2,1,0
2008-06-14,Melbourne,Australia,Ireland,2,2,1,0,2,0,1,0
2008-06-07,Bloemfontein,South Africa,Wales,4,5,4,0,2,1,2,0
2008-06-14,Pretoria,South Africa,Wales,4,3,4,0,2,3,1,0
2008-11-08,Millennium Stadium,Wales,South Africa,0,5,0,0,2,2,2,0
2008-06-28,Sydney,Australia,France,4,2,4,0,1,2,1,0
2008-07-05,Brisbane,Australia,France,4,4,4,0,1,1,1,0
2008-07-26,Sydney,Australia,New Zealand,4,1,4,1,3,0,2,0
2008-08-02,Auckland,New Zealand,Australia,4,5,2,0,1,1,1,0
2008-09-13,Brisbane,Australia,New Zealand,3,1,3,0,4,0,4,0
2008-11-01,Hong Kong,Australia,New Zealand,2,0,2,0,2,3,0,0
2008-07-05,Wellington,New Zealand,South Africa,1,4,1,0,1,1,0,0
2008-07-12,Dunedin,New Zealand,South Africa,1,6,1,1,2,5,1,1
2008-08-16,Cape Town,South Africa,New Zealand,0,0,0,0,3,0,2,0
2008-07-19,Perth,Australia,South Africa,2,1,0,1,0,3,0,0
2008-08-23,Durban,South Africa,Australia,2,1,1,0,3,2,3,0
2008-08-30,Johannesburg,South Africa,Australia,8,1,5,0,1,1,0,0
2008-11-15,Twickenham,England,Australia,1,2,0,1,1,7,1,0
2008-11-29,Twickenham,England,New Zealand,0,2,0,0,3,5,1,0
2008-11-29,Millennium Stadium,Wales,Australia,2,2,1,1,2,1,1,1
2006-11-11,Chisinau,Moldova,Germany,4,2,0,0,2,4,1,0
2006-11-18,Heidelburg,Germany,Belgium,3,5,1,0,1,2,1,0
2007-04-21,Kiev,Ukraine,Germany,2,0,2,0,1,5,1,0
2007-04-28,Hanover,Germany,Netherlands,2,3,1,0,2,0,1,0
2007-11-10,Brussels,Belgium,Germany,4,2,3,0,2,2,1,0
2007-11-24,Heidelburg,Germany,Moldova,4,2,4,0,1,0,0,0
2008-04-19,Hanover,Germany,Ukraine,1,1,1,1,1,0,0,0
2008-04-26,Amsterdam,Netherlands,Germany,3,0,1,0,2,4,1,1
2007-02-03,Bucharest,Romania,Georgia,1,3,0,1,2,2,2,0
2007-02-03,Lisbon,Portugal,Spain,2,3,1,0,2,2,1,0
2007-02-10,Madrid,Spain,Russia,1,3,0,0,6,1,3,0
2007-03-10,Bucharest,Romania,Spain,8,0,5,0,2,0,2,0
2007-03-17,Prague,Czech Republic,Romania,1,2,1,0,7,1,4,0
2007-03-17,Madrid,Spain,Georgia,3,4,2,0,3,0,1,0
2007-03-24,Tbilisi,Georgia,Russia,4,1,4,0,0,4,0,0
2007-04-07,Tbilisi,Georgia,Czech Republic,16,0,9,0,0,0,0,1
2007-04-21,Krasnodar,Russia,Czech Republic,9,1,7,0,0,2,0,0
2007-05-05,Prague,Czech Republic,Spain,2,1,1,0,6,2,3,0
2007-05-12,Lisbon,Portugal,Russia,2,1,0,0,2,3,1,0
2007-05-19,Prague,Czech Republic,Portugal,0,1,0,0,2,3,2,0
2007-11-03,Madrid,Spain,Czech Republic,6,2,5,0,0,0,0,0
2007-11-04,Bucharest,Romania,Russia,0,4,0,0,3,1,2,0
2007-12-01,Lisbon,Portugal,Romania,1,1,0,0,2,3,2,0
2008-02-02,Tbilisi,Georgia,Portugal,5,0,3,0,0,1,0,0
2008-02-09,Tbilisi,Georgia,Romania,1,4,1,1,1,0,1,0
2008-02-16,Lisbon,Portugal,Czech Republic,5,0,4,3,0,1,0,1
2008-02-23,Lisbon,Portugal,Georgia,0,2,0,0,1,1,0,1
2008-02-23,Madrid,Spain,Romania,1,2,0,0,3,0,1,0
2008-03-01,Krasnodar,Russia,Portugal,5,4,2,0,2,4,2,0
2008-03-08,Bucharest,Romania,Portugal,3,0,3,0,0,5,0,0
2008-03-08,Krasnodar,Russia,Spain,4,6,2,0,1,3,1,0
2008-03-15,Krasnodar,Russia,Romania,0,4,0,0,1,1,0,0
2008-03-22,Bucharest,Romania,Czech Republic,11,0,9,1,1,0,1,0
2008-03-29,Prague,Czech Republic,Georgia,0,1,0,0,3,1,2,0
2008-04-12,Krasnodar,Russia,Georgia,0,4,0,0,2,2,1,0
2008-04-19,Prague,Czech Republic,Russia,0,1,0,0,7,2,4,0
2008-04-26,Tbilisi,Georgia,Spain,4,0,1,0,2,2,2,0
2008-05-10,Madrid,Spain,Portugal,3,0,3,0,2,1,2,0
2008-04-26,Incheon,Korea,Japan,2,1,2,0,7,0,2,0
2008-05-03,Osaka,Japan,Arabian Gulf,18,0,12,0,0,2,0,0
2008-05-10,Almaty,Kazakhstan,Japan,0,2,0,0,12,0,11,0
2008-05-18,Niigata,Japan,Hong Kong,11,0,10,0,3,4,1,0
2008-08-02,Windhoek,Namibia,Zimbabwe,5,0,5,0,3,0,3,0
2008-05-31,Montevideo,Uruguay,Argentina,1,1,0,0,7,0,4,0
2008-06-07,Ottawa,England A,United States of America,9,1,8,0,1,1,1,0
2008-06-11,Kingston,Ireland A,United States of America,7,1,4,0,0,3,0,0
2008-06-21,Chicago,United States of America,Canada,1,1,1,0,4,0,3,0
2008-06-11,Bucharest,Italy A,Russia,5,3,2,0,2,1,1,0
2008-06-11,Bucharest,Emerging Springboks,Georgia,1,2,0,0,0,1,0,0
2008-06-11,Bucharest,Romania,Uruguay,1,1,1,0,0,2,0,0
2008-06-15,Bucharest,Georgia,Uruguay,2,2,2,0,0,6,0,0
2008-06-15,Bucharest,Romania,Russia,1,2,1,0,0,4,0,0
2008-06-20,Bucharest,Russia,Uruguay,1,3,1,1,2,3,2,0
2008-06-20,Bucharest,Georgia,Italy A,3,2,2,0,0,1,0,0
2008-06-20,Bucharest,Romania,Emerging Springboks,1,2,1,0,3,2,2,0
2008-06-07,Lautoka,Fiji,Samoa,5,1,3,0,3,0,1,0
2008-06-08,Fukuoka,Japan,Australia A,2,2,1,1,6,0,6,0
2008-06-14,Lautoka,Fiji,New Zealand Maori,1,0,1,0,1,2,0,0
2008-06-14,Apia,Samoa,Australia A,2,1,1,0,2,2,2,0
2008-06-15,Sendai,Japan,Tonga,4,5,0,0,1,2,1,0
2008-06-22,Sydney,Australia A,Tonga,14,0,10,0,1,0,1,0
2008-06-22,Tokyo,Japan,Fiji,0,4,0,0,3,1,3,0
2008-06-28,Nuku A'lofa,Tonga,Samoa,0,5,0,0,2,2,2,0
2008-06-28,Napier,New Zealand Maori,Japan,10,1,6,0,3,1,2,0
2008-07-05,Nuku A'lofa,Tonga,Fiji,4,1,2,0,1,3,1,0
2008-07-05,Apia,Samoa,Japan,5,2,3,0,4,1,4,0
2008-11-08,Moscow,Russia,Spain,5,3,4,0,2,1,1,0
2008-11-15,Madrid,Spain,Germany,1,4,1,1,1,2,0,0
2009-02-07,Heidelburg,Germany,Georgia,1,0,0,0,6,0,4,0
2009-02-07,Lisbon,Portugal,Russia,2,0,2,0,2,2,1,0
2009-02-07,Madrid,Spain,Romania,1,1,1,0,2,3,0,0
2009-02-14,Tbilisi,Georgia,Portugal,2,2,2,0,2,2,2,0
2009-02-14,Heidelburg,Germany,Romania,0,0,0,0,3,1,2,0
2009-02-21,Lisbon,Portugal,Germany,5,3,5,0,0,2,0,0
2009-02-28,Bucharest,Romania,Russia,3,0,2,0,3,3,2,0
2009-02-28,Madrid,Spain,Georgia,1,2,0,0,8,1,6,0
2009-03-14,Tbilisi,Georgia,Romania,3,3,2,0,2,3,2,0
2009-03-15,Lisbon,Portugal,Spain,2,4,1,0,1,3,1,1
2009-03-21,Bucharest,Romania,Portugal,2,3,1,0,1,5,1,0
2009-03-22,Mariupol,Georgia,Russia,5,0,2,0,2,3,1,0
2009-05-02,Hanover,Germany,Russia,0,0,0,0,7,2,6,0
2010-02-06,Tbilisi,Georgia,Germany,11,0,11,0,0,1,0,0
2010-02-06,Sotchi,Russia,Portugal,1,3,0,0,1,1,1,0
2010-02-13,Constanta,Romania,Germany,11,0,6,0,1,0,0,0
2010-02-13,Lisbon,Portugal,Georgia,1,1,1,0,1,2,1,1
2010-02-13,Madrid,Spain,Russia,2,2,2,0,4,4,3,0
2010-02-27,Tbilisi,Georgia,Spain,3,0,1,0,0,3,0,0
2010-02-27,Sotchi,Russia,Romania,2,3,1,0,2,3,1,0
2010-02-27,Heusenstamm,Germany,Portugal,0,0,0,0,9,2,9,0
2010-03-13,Bucharest,Romania,Georgia,1,4,1,1,1,1,1,0
2010-03-13,Sotchi,Russia,Germany,7,3,2,0,1,2,0,0
2010-03-13,Madrid,Spain,Portugal,2,1,1,0,3,4,3,0
2010-03-20,Trabzon,Georgia,Russia,5,0,4,1,1,1,0,0
2010-03-20,Heidelburg,Germany,Spain,2,1,2,0,3,0,3,0
2010-03-20,Lisbon,Portugal,Romania,0,3,0,0,2,2,2,0
2010-03-27,Bucharest,Romania,Spain,6,2,6,0,0,1,0,0
2008-11-14,Glasgow,Scotland A,Georgia,11,0,7,0,0,1,0,0
2008-11-16,Nagoya,Japan,United States of America,2,5,2,0,3,0,2,0
2008-11-22,Tokyo,Japan,United States of America,4,2,3,0,3,0,1,0
2008-11-08,Sandy,United States of America,Uruguay,6,1,5,0,0,3,0,0
2008-11-08,Berlin,Germany,Wales Development XV,1,3,0,0,4,1,2,0
2008-02-09,Tbilisi,Georgia,Romania,1,4,1,1,1,0,1,0
2008-08-02,Windhoek,Namibia,Zimbabwe,5,0,5,0,3,0,3,0
2008-11-08,Moscow,Russia,Spain,5,3,4,0,2,1,1,0
2008-11-15,Madrid,Spain,Germany,1,4,1,1,1,2,0,0
2009-02-07,Heidelburg,Germany,Georgia,1,0,0,0,6,0,4,0
2009-02-07,Lisbon,Portugal,Russia,2,0,2,0,2,2,1,0
2009-02-07,Madrid,Spain,Romania,1,1,1,0,2,3,0,0
2009-02-14,Tbilisi,Georgia,Portugal,2,2,2,0,2,2,2,0
2009-02-14,Heidelburg,Germany,Romania,0,0,0,0,3,1,2,0
2009-02-21,Lisbon,Portugal,Germany,5,3,5,0,0,2,0,0
2009-02-28,Bucharest,Romania,Russia,3,0,2,0,3,3,2,0
2009-02-28,Madrid,Spain,Georgia,1,2,0,0,8,1,6,0
2009-03-14,Tbilisi,Georgia,Romania,3,3,2,0,2,3,2,0
2009-03-15,Lisbon,Portugal,Spain,2,4,1,0,1,3,1,1
2009-03-21,Bucharest,Romania,Portugal,2,3,1,0,1,5,1,0
2009-03-22,Mariupol,Georgia,Russia,5,0,2,0,2,3,1,0
2009-04-25,Osaka,Japan,Kazakhstan,13,0,11,0,1,1,1,0
2009-05-02,Hong Kong,Hong Kong,Japan,0,2,0,0,9,0,7,0
2009-05-02,Hanover,Germany,Russia,0,0,0,0,7,2,6,0
2009-05-16,Osaka,Japan,Korea,12,0,10,0,0,2,0,1
2009-05-23,Singapore,Singapore,Japan,0,5,0,0,7,0,5,0
2009-07-04,Charleston,United States of America,Canada,0,3,0,1,0,2,0,0
2009-07-11,Edmonton,Canada,United States of America,6,1,4,0,2,2,1,0
2009-07-11,Apia,Samoa,Papua New Guinea,17,0,15,0,1,0,1,0
2009-07-18,Port Moresby,Papua New Guinea,Samoa,2,0,1,0,11,0,9,0
2009-11-14,Tunis,Tunisia,Namibia,1,2,1,0,2,2,1,0
2009-11-14,Montevideo,Uruguay,United States of America,1,5,1,0,4,1,2,0
2009-11-21,Lauderhill,United States of America,Uruguay,4,1,2,0,0,2,0,0
2009-11-28,Windhoek,Namibia,Tunisia,1,5,1,0,1,0,1,1
2010-02-06,Tbilisi,Georgia,Germany,11,0,11,0,0,1,0,0
2010-02-06,Sotchi,Russia,Portugal,1,3,0,0,1,1,1,0
2010-02-13,Constanta,Romania,Germany,11,0,6,0,1,0,0,0
2010-02-13,Lisbon,Portugal,Georgia,1,1,1,0,1,2,1,1
2010-02-13,Madrid,Spain,Russia,2,2,2,0,4,4,3,0
2010-02-27,Tbilisi,Georgia,Spain,3,0,1,0,0,3,0,0
2010-02-27,Sotchi,Russia,Romania,2,3,1,0,2,3,1,0
2010-02-27,Heusenstamm,Germany,Portugal,0,0,0,0,9,2,9,0
2010-03-13,Bucharest,Romania,Georgia,1,4,1,1,1,1,1,0
2010-03-13,Sotchi,Russia,Germany,7,3,2,0,1,2,0,0
2010-03-13,Madrid,Spain,Portugal,2,1,1,0,3,4,3,0
2010-03-20,Trabzon,Georgia,Russia,5,0,4,1,1,1,0,0
2010-03-20,Heidelburg,Germany,Spain,2,1,2,0,3,0,3,0
2010-03-20,Lisbon,Portugal,Romania,0,3,0,0,2,2,2,0
2010-03-27,Bucharest,Romania,Spain,6,2,6,0,0,1,0,0
2010-05-01,Daegu,Korea,Japan,1,2,1,0,11,0,8,0
2010-05-08,Tokyo,Japan,Arabian Gulf,10,0,5,0,1,0,0,0
2010-05-15,Tokyo,Japan,Kazakhstan,15,0,13,0,1,0,1,0
2010-05-22,Tokyo,Japan,Hong Kong,14,0,12,0,1,0,0,0
2010-05-22,Kiev,Ukraine,Romania,0,1,0,0,5,0,4,0
2010-06-05,Botoani,Romania,Ukraine,9,2,5,0,1,0,1,0
2010-07-17,Buzau,Romania,Tunisia,7,3,6,0,1,2,1,0
2010-07-17,Montevideo,Uruguay,Kazakhstan,5,3,5,0,1,0,1,0
2010-11-13,Montevideo,Uruguay,Romania,2,3,1,0,2,3,1,0
2010-11-27,Bucharest,Romania,Uruguay,5,2,4,0,2,0,1,0
2009-02-07,Twickenham,England,Italy,5,1,4,0,1,2,0,0
2009-02-07,Croke Park,Ireland,France,3,3,3,0,2,1,1,2
2009-02-08,Murrayfield,Scotland,Wales,1,2,1,0,4,2,0,0
2009-02-14,Stade de France,France,Scotland,1,5,1,0,1,2,1,0
2009-02-14,Millennium Stadium,Wales,England,1,6,0,0,2,0,1,1
2009-02-15,Rome,Italy,Ireland,0,3,0,0,5,1,5,0
2009-02-27,Stade de France,France,Wales,2,3,1,0,1,3,1,0
2009-02-28,Murrayfield,Scotland,Italy,2,4,2,0,0,1,0,1
2009-02-28,Croke Park,Ireland,England,1,2,0,1,1,2,1,0
2009-03-14,Rome,Italy,Wales,0,5,0,0,2,2,2,0
2009-03-14,Murrayfield,Scotland,Ireland,0,5,0,0,1,4,1,1
2009-03-15,Twickenham,England,France,5,1,3,0,2,0,0,0
2009-03-21,Rome,Italy,France,1,1,0,0,7,3,3,0
2009-03-21,Twickenham,England,Scotland,3,2,1,1,0,4,0,0
2009-03-21,Millennium Stadium,Wales,Ireland,0,4,0,1,2,0,2,1
2009-07-18,Auckland,New Zealand,Australia,1,5,1,0,1,3,1,0
2009-07-25,Bloemfontein,South Africa,New Zealand,2,6,0,0,1,4,1,0
2009-08-01,Durban,South Africa,New Zealand,1,8,1,0,1,4,1,0
2009-08-08,Cape Town,South Africa,Australia,1,7,0,1,2,0,2,1
2009-08-22,Sydney,Australia,New Zealand,0,6,0,0,1,4,1,0
2009-08-29,Perth,Australia,South Africa,3,2,2,0,4,2,3,0
2009-09-05,Brisbane,Australia,South Africa,2,2,1,1,0,1,0,1
2009-09-12,Hamilton,New Zealand,South Africa,2,5,2,0,2,5,2,1
2009-09-19,Wellington,New Zealand,Australia,3,4,3,0,0,1,0,1
2009-05-23,Vancouver,Canada,Ireland,0,2,0,0,3,2,2,0
2009-05-31,Santa Clara,United States of America,Ireland,1,0,1,1,4,1,2,0
2009-05-30,Toronto,Canada,Wales,2,3,2,0,2,6,2,0
2009-06-06,Manchester,England,Argentina,3,4,2,2,0,4,0,1
2009-11-14,Twickenham,England,Argentina,1,2,1,1,0,3,0,0
2009-11-21,Millennium Stadium,Wales,Argentina,3,4,3,0,1,3,1,0
2009-11-28,Murrayfield,Scotland,Argentina,0,2,0,0,0,2,0,1
2009-06-20,Durban,South Africa,British and Irish Lions,2,4,2,0,3,0,3,0
2009-06-27,Pretoria,South Africa,British and Irish Lions,3,3,2,0,1,5,1,1
2009-07-04,Johannesburg,South Africa,British and Irish Lions,0,3,0,0,3,3,2,0
2009-06-13,Salta,Argentina,England,2,3,1,1,1,5,1,0
2009-06-13,Dunedin,New Zealand,France,2,4,0,0,3,2,3,0
2009-06-20,Wellington,New Zealand,France,1,3,0,0,1,1,1,0
2009-06-27,Sydney,Australia,France,1,5,1,0,0,2,0,0
2009-06-13,Canberra,Australia,Italy,5,0,3,0,1,1,0,0
2009-06-20,Melbourne,Australia,Italy,5,1,3,0,0,4,0,0
2009-06-27,Christchurch,New Zealand,Italy,3,2,3,0,0,2,0,0
2009-10-31,Tokyo,Australia,New Zealand,1,4,1,0,2,6,2,0
2009-11-07,Twickenham,England,Australia,0,2,0,1,2,2,1,0
2009-11-15,Croke Park,Ireland,Australia,2,2,2,0,2,2,2,0
2009-11-21,Murrayfield,Scotland,Australia,0,2,0,1,1,1,0,0
2009-11-28,Millennium Stadium,Wales,Australia,0,4,0,0,4,3,2,0
2009-10-31,Tokyo,Australia,New Zealand,1,4,1,0,2,6,2,0
2009-11-07,Millennium Stadium,Wales,New Zealand,0,4,0,0,1,4,1,0
2009-11-14,Milan,Italy,New Zealand,0,2,0,0,1,5,0,0
2009-11-21,Twickenham,England,New Zealand,0,2,0,0,1,4,1,0
2009-11-28,Marseille,France,New Zealand,0,3,0,1,5,2,4,0
2009-12-05,Twickenham,Barbarians,New Zealand,3,2,2,0,2,2,1,0
2009-11-14,Murrayfield,Scotland,Fiji,2,3,2,0,1,1,1,0
2009-11-21,Dublin,Ireland,Fiji,5,2,5,0,0,2,0,0
2009-11-28,Bucharest,Romania,Fiji,2,2,1,0,4,1,3,0
2009-11-13,Millennium Stadium,Wales,Samoa,1,4,0,0,1,2,1,0
2009-11-21,Stade de France,France,Samoa,7,0,4,0,1,0,0,0
2009-11-06,Leicester,Leicester Tigers,South Africa,1,5,1,0,1,4,0,0
2009-11-13,Toulouse,France,South Africa,1,5,0,0,1,1,1,1
2009-11-17,Wembley,Saracens,South Africa,2,3,1,1,3,2,1,0
2009-11-21,Udine,Italy,South Africa,1,1,1,0,4,2,3,0
2009-11-28,Croke Park,Ireland,South Africa,0,5,0,0,1,0,1,1
2009-02-28,Croke Park,Ireland,England,1,2,0,1,1,2,1,0
2009-03-21,Twickenham,England,Scotland,3,2,1,1,0,4,0,0
2009-03-14,Murrayfield,Scotland,Ireland,0,5,0,0,1,4,1,1
2009-03-21,Rome,Italy,France,1,1,0,0,7,3,3,0
2009-06-13,Dunedin,New Zealand,France,2,4,0,0,3,2,3,0
2009-11-28,Marseille,France,New Zealand,0,3,0,1,5,2,4,0
2009-06-27,Sydney,Australia,France,1,5,1,0,0,2,0,0
2009-07-18,Auckland,New Zealand,Australia,1,5,1,0,1,3,1,0
2009-08-22,Sydney,Australia,New Zealand,0,6,0,0,1,4,1,0
2009-09-19,Wellington,New Zealand,Australia,3,4,3,0,0,1,0,1
2009-10-31,Tokyo,Australia,New Zealand,1,4,1,0,2,6,2,0
2009-07-25,Bloemfontein,South Africa,New Zealand,2,6,0,0,1,4,1,0
2009-08-01,Durban,South Africa,New Zealand,1,8,1,0,1,4,1,0
2009-09-12,Hamilton,New Zealand,South Africa,2,5,2,0,2,5,2,1
2009-08-08,Cape Town,South Africa,Australia,1,7,0,1,2,0,2,1
2009-08-29,Perth,Australia,South Africa,3,2,2,0,4,2,3,0
2009-09-05,Brisbane,Australia,South Africa,2,2,1,1,0,1,0,1
2009-11-07,Twickenham,England,Australia,0,2,0,1,2,2,1,0
2009-11-21,Twickenham,England,New Zealand,0,2,0,0,1,4,1,0
2009-11-21,Murrayfield,Scotland,Australia,0,2,0,1,1,1,0,0
2009-11-28,Millennium Stadium,Wales,Australia,0,4,0,0,4,3,2,0
2009-11-15,Croke Park,Ireland,Australia,2,2,2,0,2,2,2,0
2008-11-08,Moscow,Russia,Spain,5,3,4,0,2,1,1,0
2008-11-15,Madrid,Spain,Germany,1,4,1,1,1,2,0,0
2009-02-07,Heidelburg,Germany,Georgia,1,0,0,0,6,0,4,0
2009-02-07,Lisbon,Portugal,Russia,2,0,2,0,2,2,1,0
2009-02-07,Madrid,Spain,Romania,1,1,1,0,2,3,0,0
2009-02-14,Tbilisi,Georgia,Portugal,2,2,2,0,2,2,2,0
2009-02-14,Heidelburg,Germany,Romania,0,0,0,0,3,1,2,0
2009-02-21,Lisbon,Portugal,Germany,5,3,5,0,0,2,0,0
2009-02-28,Bucharest,Romania,Russia,3,0,2,0,3,3,2,0
2009-02-28,Madrid,Spain,Georgia,1,2,0,0,8,1,6,0
2009-03-14,Tbilisi,Georgia,Romania,3,3,2,0,2,3,2,0
2009-03-15,Lisbon,Portugal,Spain,2,4,1,0,1,3,1,1
2009-03-21,Bucharest,Romania,Portugal,2,3,1,0,1,5,1,0
2009-03-22,Mariupol,Georgia,Russia,5,0,2,0,2,3,1,0
2009-05-02,Hanover,Germany,Russia,0,0,0,0,7,2,6,0
2010-02-06,Tbilisi,Georgia,Germany,11,0,11,0,0,1,0,0
2010-02-06,Sotchi,Russia,Portugal,1,3,0,0,1,1,1,0
2010-02-13,Constanta,Romania,Germany,11,0,6,0,1,0,0,0
2010-02-13,Lisbon,Portugal,Georgia,1,1,1,0,1,2,1,1
2010-02-13,Madrid,Spain,Russia,2,2,2,0,4,4,3,0
2010-02-27,Tbilisi,Georgia,Spain,3,0,1,0,0,3,0,0
2010-02-27,Sotchi,Russia,Romania,2,3,1,0,2,3,1,0
2010-02-27,Heusenstamm,Germany,Portugal,0,0,0,0,9,2,9,0
2010-03-13,Bucharest,Romania,Georgia,1,4,1,1,1,1,1,0
2010-03-13,Sotchi,Russia,Germany,7,3,2,0,1,2,0,0
2010-03-13,Madrid,Spain,Portugal,2,1,1,0,3,4,3,0
2010-03-20,Trabzon,Georgia,Russia,5,0,4,1,1,1,0,0
2010-03-20,Heidelburg,Germany,Spain,2,1,2,0,3,0,3,0
2010-03-20,Lisbon,Portugal,Romania,0,3,0,0,2,2,2,0
2010-03-27,Bucharest,Romania,Spain,6,2,6,0,0,1,0,0
2009-04-25,Osaka,Japan,Kazakhstan,13,0,11,0,1,1,1,0
2009-05-02,Hong Kong,Hong Kong,Japan,0,2,0,0,9,0,7,0
2009-05-16,Osaka,Japan,Korea,12,0,10,0,0,2,0,1
2009-05-23,Singapore,Singapore,Japan,0,5,0,0,7,0,5,0
2009-05-20,Montevideo,Argentina,Chile,14,1,8,0,0,2,0,0
2009-05-23,Montevideo,Uruguay,Argentina,0,3,0,0,4,3,2,0
2009-11-14,Tunis,Tunisia,Namibia,1,2,1,0,2,2,1,0
2009-11-28,Windhoek,Namibia,Tunisia,1,5,1,0,1,0,1,1
2009-06-06,Glendale,Canada,Georgia,5,3,4,0,1,1,1,0
2009-06-14,Glendale,Georgia,Ireland A,1,0,0,0,6,2,2,0
2009-06-21,Commerce City,United States of America,Georgia,3,4,2,0,1,2,1,0
2009-06-12,Bucharest,Russia,Scotland A,1,0,1,0,8,1,3,0
2009-06-12,Bucharest,France A,Italy A,5,0,3,0,0,5,0,0
2009-06-12,Bucharest,Romania,Uruguay,2,1,2,0,1,2,0,0
2009-06-16,Bucharest,Italy A,Russia,5,0,5,0,0,1,0,0
2009-06-16,Bucharest,Romania,France A,1,3,1,0,2,2,2,0
2009-06-21,Bucharest,Russia,Uruguay,4,1,3,0,2,3,2,1
2009-01-30,Stockport,England A,Portugal,10,0,8,0,0,0,0,0
2009-11-14,Tbilisi,Georgia,Argentina Jaguares,2,4,1,0,1,4,1,1
2009-11-21,Lisbon,Portugal,Argentina Jaguares,1,2,1,0,2,4,1,0
2009-11-15,Miyagi,Japan,Canada,6,2,5,0,1,1,0,0
2009-11-21,Tokyo,Japan,Canada,4,1,2,0,0,2,0,0
2009-11-20,Palmanova,Italy A,Georgia,1,1,0,0,1,0,1,0
2009-11-07,Lisbon,Portugal,Namibia,0,3,0,0,0,4,0,0
2009-11-13,Piacenza,Italy A,Romania,4,3,2,0,0,2,0,0
2009-11-28,Vancouver,Canada,Russia,1,4,1,1,0,2,0,0
2009-11-28,Lisbon,Portugal,Tonga,1,2,1,2,2,4,1,0
2009-12-12,Heidelburg,Germany,Hong Kong,3,3,0,0,2,0,2,0
2008-08-02,Windhoek,Namibia,Zimbabwe,5,0,5,0,3,0,3,0
2008-11-08,Moscow,Russia,Spain,5,3,4,0,2,1,1,0
2008-11-15,Madrid,Spain,Germany,1,4,1,1,1,2,0,0
2009-02-07,Heidelburg,Germany,Georgia,1,0,0,0,6,0,4,0
2009-02-07,Lisbon,Portugal,Russia,2,0,2,0,2,2,1,0
2009-02-07,Madrid,Spain,Romania,1,1,1,0,2,3,0,0
2009-02-14,Tbilisi,Georgia,Portugal,2,2,2,0,2,2,2,0
2009-02-14,Heidelburg,Germany,Romania,0,0,0,0,3,1,2,0
2009-02-21,Lisbon,Portugal,Germany,5,3,5,0,0,2,0,0
2009-02-28,Bucharest,Romania,Russia,3,0,2,0,3,3,2,0
2009-02-28,Madrid,Spain,Georgia,1,2,0,0,8,1,6,0
2009-03-14,Tbilisi,Georgia,Romania,3,3,2,0,2,3,2,0
2009-03-15,Lisbon,Portugal,Spain,2,4,1,0,1,3,1,1
2009-03-21,Bucharest,Romania,Portugal,2,3,1,0,1,5,1,0
2009-03-22,Mariupol,Georgia,Russia,5,0,2,0,2,3,1,0
2009-04-25,Osaka,Japan,Kazakhstan,13,0,11,0,1,1,1,0
2009-05-02,Hong Kong,Hong Kong,Japan,0,2,0,0,9,0,7,0
2009-05-02,Hanover,Germany,Russia,0,0,0,0,7,2,6,0
2009-05-16,Osaka,Japan,Korea,12,0,10,0,0,2,0,1
2009-05-23,Singapore,Singapore,Japan,0,5,0,0,7,0,5,0
2009-07-04,Charleston,United States of America,Canada,0,3,0,1,0,2,0,0
